candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00916,TSA-046,T2,"Ensure identification cards are secure from tampering, contain photograph and name",CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",1,0.0,No Match
CAND-00917,TSA-046,T2,"Ensure identification cards are secure from tampering, contain photograph and name",CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,2,0.0,No Match
CAND-00918,TSA-046,T2,"Ensure identification cards are secure from tampering, contain photograph and name",CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00919,TSA-047,T2,Establish policies and procedures for applicant pre-employment screening,CPG1.0.1,2.V,Maintain policies preventing unauthorized media and hardware connection via USB disabling or port securing.,1,0.0278,No Match
CAND-00920,TSA-047,T2,Establish policies and procedures for applicant pre-employment screening,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00921,TSA-047,T2,Establish policies and procedures for applicant pre-employment screening,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00922,TSA-048,T2,Conduct pre-employment background investigations for positions with unescorted control access,CPG1.0.1,2.T,Collect access and security-focused logs for detection and incident response; notify when critical sources disable.,1,0.0246,No Match
CAND-00923,TSA-048,T2,Conduct pre-employment background investigations for positions with unescorted control access,CPG1.0.1,2.D,Enforce administrative process by employee departure date revoking physical access and disabling user accounts.,2,0.0236,No Match
CAND-00924,TSA-048,T2,Conduct pre-employment background investigations for positions with unescorted control access,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00925,TSA-049,T2,"At minimum, investigations should verify identity, check criminal history, verify work authorization",CPG1.0.1,2.B,Enforce system policy requiring minimum password length of 15+ characters for IT and OT assets.,1,0.0482,No Match
CAND-00926,TSA-049,T2,"At minimum, investigations should verify identity, check criminal history, verify work authorization",CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00927,TSA-049,T2,"At minimum, investigations should verify identity, check criminal history, verify work authorization",CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00928,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CPG1.0.1,2.V,Maintain policies preventing unauthorized media and hardware connection via USB disabling or port securing.,1,0.0281,No Match
CAND-00929,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00930,TSA-050,T2,Verify contractors have background investigation policies at least as rigorous,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00931,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.013,No Match
CAND-00932,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,2,0.0127,No Match
CAND-00933,TSA-051,T2,"Conduct recurring background investigations, not to exceed 10 years, for security positions",CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,3,0.0118,No Match
CAND-00934,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CPG1.0.1,2.R,Regularly backup all systems necessary for operations at least annually; store separately and test annually.,1,0.0372,No Match
CAND-00935,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CPG1.0.1,1.E,All known exploited vulnerabilities in internet-facing systems are patched or mitigated within a risk-informed timeframe.,2,0.037,No Match
CAND-00936,TSA-052,T2,Develop and implement maintenance program ensuring security systems in good working order,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",3,0.0347,No Match
CAND-00937,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.0126,No Match
CAND-00938,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,2,0.0122,No Match
CAND-00939,TSA-053,T2,"Through routine use or quarterly exam, verify proper operation of all security equipment",CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,3,0.0114,No Match
CAND-00940,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.0138,No Match
CAND-00941,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,2,0.0134,No Match
CAND-00942,TSA-054,T2,Identify and respond to security equipment malfunctions or failures in timely manner,CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,3,0.0125,No Match
CAND-00943,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",1,0.0462,No Match
CAND-00944,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",2,0.0131,No Match
CAND-00945,TSA-055,T2,Provide equivalent protective security measures during power outages or equipment failure,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,3,0.0127,No Match
CAND-00946,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,1,0.0565,No Match
CAND-00947,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,2,0.0527,No Match
CAND-00948,TSA-056,T2,"Integrate security risk mitigation measures during design, construction, renovation",CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",3,0.0402,No Match
CAND-00949,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CPG1.0.1,2.S,"Maintain, practice, and update IT and OT cybersecurity incident response plans for threat scenarios annually.",1,0.0497,No Match
CAND-00950,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00951,TSA-057,T2,Update facility SVA within 12 months following significant modifications,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00952,TSA-058,T2,Develop internal and external notification requirements and procedures,CPG1.0.1,1.I,Procurement documents include cybersecurity requirements evaluated during vendor selection.,1,0.0757,No Match
CAND-00953,TSA-058,T2,Develop internal and external notification requirements and procedures,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,2,0.0696,No Match
CAND-00954,TSA-058,T2,Develop internal and external notification requirements and procedures,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",3,0.029,No Match
CAND-00955,TSA-059,T2,Document and periodically update contact and communication information,CPG1.0.1,2.S,"Maintain, practice, and update IT and OT cybersecurity incident response plans for threat scenarios annually.",1,0.0574,No Match
CAND-00956,TSA-059,T2,Document and periodically update contact and communication information,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",2,0.0324,No Match
CAND-00957,TSA-059,T2,Document and periodically update contact and communication information,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,3,0.0,No Match
CAND-00958,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,1,0.0522,No Match
CAND-00959,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00960,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00961,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CPG1.0.1,2.D,Enforce administrative process by employee departure date revoking physical access and disabling user accounts.,1,0.0406,No Match
CAND-00962,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",2,0.014,No Match
CAND-00963,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,3,0.0136,No Match
CAND-00964,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",1,0.0468,No Match
CAND-00965,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CPG1.0.1,2.T,Collect access and security-focused logs for detection and incident response; notify when critical sources disable.,2,0.0398,No Match
CAND-00966,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",CPG1.0.1,1.B,"Maintain regularly updated inventory of all organizational assets with IP addresses, including OT, updated monthly.",3,0.0344,No Match
CAND-00967,TSA-063,T2,Provide security training including incident response to assigned security personnel,CPG1.0.1,2.T,Collect access and security-focused logs for detection and incident response; notify when critical sources disable.,1,0.1248,Related
CAND-00968,TSA-063,T2,Provide security training including incident response to assigned security personnel,CPG1.0.1,1.D,Organizations sponsor at least one social gathering annually focused on strengthening relationships between IT and OT security personnel.,2,0.1215,Related
CAND-00969,TSA-063,T2,Provide security training including incident response to assigned security personnel,CPG1.0.1,2.S,"Maintain, practice, and update IT and OT cybersecurity incident response plans for threat scenarios annually.",3,0.1076,Related
CAND-00970,TSA-064,T2,Document security training and maintain records per company retention policy,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,1,0.0622,No Match
CAND-00971,TSA-064,T2,Document security training and maintain records per company retention policy,CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",2,0.0521,No Match
CAND-00972,TSA-064,T2,Document security training and maintain records per company retention policy,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",3,0.0498,No Match
CAND-00973,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",CPG1.0.1,1.F,"Third parties regularly validate cybersecurity defenses through penetration tests, bug bounties, or incident simulations.",1,0.052,No Match
CAND-00974,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",CPG1.0.1,2.P,Maintain accurate documentation of network topology across all IT and OT networks with periodic reviews.,2,0.0484,No Match
CAND-00975,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",CPG1.0.1,1.B,"Maintain regularly updated inventory of all organizational assets with IP addresses, including OT, updated monthly.",3,0.0337,No Match
CAND-00976,TSA-066,T2,Conduct or participate in annual security drill or exercise,CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",1,0.074,No Match
CAND-00977,TSA-066,T2,Conduct or participate in annual security drill or exercise,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",2,0.0164,No Match
CAND-00978,TSA-066,T2,Conduct or participate in annual security drill or exercise,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,3,0.0159,No Match
CAND-00979,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",1,0.0217,No Match
CAND-00980,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,CPG1.0.1,2.K,"Implement MFA using strongest available method, prioritizing hardware-based phishing-resistant options.",2,0.0204,No Match
CAND-00981,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00982,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,1,0.1291,Related
CAND-00983,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,2,0.0459,No Match
CAND-00984,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",3,0.0445,No Match
CAND-00985,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,CPG1.0.1,2.S,"Maintain, practice, and update IT and OT cybersecurity incident response plans for threat scenarios annually.",1,0.0434,No Match
CAND-00986,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0,No Match
CAND-00987,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00988,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",1,0.0336,No Match
CAND-00989,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0304,No Match
CAND-00990,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,CPG1.0.1,2.V,Maintain policies preventing unauthorized media and hardware connection via USB disabling or port securing.,3,0.0303,No Match
CAND-00991,TSA-071,T2,Retain corporate security plan until superseded or replaced,CPG1.0.1,2.O,"Enable STARTTLS, SPF, DKIM, and DMARC set to ""reject"" on all corporate email infrastructure.",1,0.0519,No Match
CAND-00992,TSA-071,T2,Retain corporate security plan until superseded or replaced,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",2,0.0452,No Match
CAND-00993,TSA-071,T2,Retain corporate security plan until superseded or replaced,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",3,0.0184,No Match
CAND-00994,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,CPG1.0.1,1.I,Procurement documents include cybersecurity requirements evaluated during vendor selection.,1,0.0808,Related
CAND-00995,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",2,0.0421,No Match
CAND-00996,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-00997,TSA-073,T2,Retain training records until superseded or replaced,CPG1.0.1,2.I,Personnel securing OT receive specialized OT-focused cybersecurity training at least annually.,1,0.0533,No Match
CAND-00998,TSA-073,T2,Retain training records until superseded or replaced,CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",2,0.0509,No Match
CAND-00999,TSA-073,T2,Retain training records until superseded or replaced,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",3,0.047,No Match
CAND-01000,TSA-074,T2,Retain security drill reports until superseded or replaced,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",1,0.0422,No Match
CAND-01001,TSA-074,T2,Retain security drill reports until superseded or replaced,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",2,0.0172,No Match
CAND-01002,TSA-074,T2,Retain security drill reports until superseded or replaced,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,3,0.0167,No Match
CAND-01003,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",1,0.0442,No Match
CAND-01004,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,2,0.0358,No Match
CAND-01005,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",3,0.0337,No Match
CAND-01006,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,CPG1.0.1,1.C,A single leader is responsible and accountable for OT-specific cybersecurity within an organization.,1,0.0545,No Match
CAND-01007,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,CPG1.0.1,2.G,Log all unsuccessful logins and alert security teams after specific consecutive failed attempts occur.,2,0.0425,No Match
CAND-01008,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,CPG1.0.1,2.U,"Store logs in central system accessible only by authorized, authenticated users; retain per risk guidelines.",3,0.0382,No Match
CAND-01009,TSA-077,T2,Make security information records available to TSA upon request,CPG1.0.1,2.K,"Implement MFA using strongest available method, prioritizing hardware-based phishing-resistant options.",1,0.0438,No Match
CAND-01010,TSA-077,T2,Make security information records available to TSA upon request,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",2,0.0155,No Match
CAND-01011,TSA-077,T2,Make security information records available to TSA upon request,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,3,0.015,No Match
CAND-01012,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",1,0.0,No Match
CAND-01013,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,2,0.0,No Match
CAND-01014,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-01015,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.015,No Match
CAND-01016,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,2,0.0146,No Match
CAND-01017,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,3,0.0136,No Match
CAND-01018,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.0156,No Match
CAND-01019,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,CPG1.0.1,1.G,Contracts stipulate vendors notify organizations of security incidents within a risk-informed timeframe.,2,0.0151,No Match
CAND-01020,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,CPG1.0.1,1.H,Contracts require vendors notify organizations of confirmed security vulnerabilities within a risk-informed timeframe.,3,0.0141,No Match
CAND-01021,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,1,0.0899,Related
CAND-01022,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0846,Related
CAND-01023,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,CPG1.0.1,2.T,Collect access and security-focused logs for detection and incident response; notify when critical sources disable.,3,0.0524,No Match
CAND-01024,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,1,0.0731,No Match
CAND-01025,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",2,0.0326,No Match
CAND-01026,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,CPG1.0.1,2.V,Maintain policies preventing unauthorized media and hardware connection via USB disabling or port securing.,3,0.0295,No Match
CAND-01027,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,1,0.0295,No Match
CAND-01028,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,CPG1.0.1,2.B,Enforce system policy requiring minimum password length of 15+ characters for IT and OT assets.,2,0.0286,No Match
CAND-01029,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",3,0.0277,No Match
CAND-01030,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,CPG1.0.1,2.P,Maintain accurate documentation of network topology across all IT and OT networks with periodic reviews.,1,0.1399,Related
CAND-01031,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,2,0.1355,Related
CAND-01032,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,CPG1.0.1,3.A,"Document list of relevant threats and maintain ability to detect instances via rules, alerting, or prevention systems.",3,0.0674,No Match
CAND-01033,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",1,0.1098,Related
CAND-01034,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,CPG1.0.1,2.P,Maintain accurate documentation of network topology across all IT and OT networks with periodic reviews.,2,0.0883,Related
CAND-01035,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,CPG1.0.1,2.F,All OT network connections denied by default; necessary IT-OT communications pass through monitored intermediary.,3,0.0518,No Match
CAND-01036,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",CPG1.0.1,2.F,All OT network connections denied by default; necessary IT-OT communications pass through monitored intermediary.,1,0.1876,Partial
CAND-01037,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",CPG1.0.1,2.P,Maintain accurate documentation of network topology across all IT and OT networks with periodic reviews.,2,0.0496,No Match
CAND-01038,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",CPG1.0.1,1.B,"Maintain regularly updated inventory of all organizational assets with IP addresses, including OT, updated monthly.",3,0.0345,No Match
CAND-01039,TSA-087,T3,Develop detailed inventory for every endpoint,CPG1.0.1,1.B,"Maintain regularly updated inventory of all organizational assets with IP addresses, including OT, updated monthly.",1,0.0662,No Match
CAND-01040,TSA-087,T3,Develop detailed inventory for every endpoint,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0358,No Match
CAND-01041,TSA-087,T3,Develop detailed inventory for every endpoint,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-01042,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",1,0.0,No Match
CAND-01043,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,CPG1.0.1,4.C,Maintain codified policy on reporting confirmed cybersecurity incidents to external entities and CISA.,2,0.0,No Match
CAND-01044,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-01045,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,CPG1.0.1,2.R,Regularly backup all systems necessary for operations at least annually; store separately and test annually.,1,0.0424,No Match
CAND-01046,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,CPG1.0.1,2.M,Maintain accurate documentation of baseline and current configuration details of all critical IT and OT assets.,2,0.0413,No Match
CAND-01047,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",3,0.0389,No Match
CAND-01048,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",CPG1.0.1,2.S,"Maintain, practice, and update IT and OT cybersecurity incident response plans for threat scenarios annually.",1,0.0756,No Match
CAND-01049,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0453,No Match
CAND-01050,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",CPG1.0.1,1.A,A single leader is responsible and accountable for cybersecurity within an organization.,3,0.038,No Match
CAND-01051,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",CPG1.0.1,1.F,"Third parties regularly validate cybersecurity defenses through penetration tests, bug bounties, or incident simulations.",1,0.07,No Match
CAND-01052,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",CPG1.0.1,2.R,Regularly backup all systems necessary for operations at least annually; store separately and test annually.,2,0.0435,No Match
CAND-01053,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",CPG1.0.1,1.A,A single leader is responsible and accountable for cybersecurity within an organization.,3,0.0404,No Match
CAND-01054,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",CPG1.0.1,1.F,"Third parties regularly validate cybersecurity defenses through penetration tests, bug bounties, or incident simulations.",1,0.0652,No Match
CAND-01055,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",CPG1.0.1,2.R,Regularly backup all systems necessary for operations at least annually; store separately and test annually.,2,0.0405,No Match
CAND-01056,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",CPG1.0.1,1.A,A single leader is responsible and accountable for cybersecurity within an organization.,3,0.0376,No Match
CAND-01057,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",CPG1.0.1,2.H,"Provide at least annual training covering phishing, email compromise, operational security, and password practices.",1,0.0638,No Match
CAND-01058,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",CPG1.0.1,5.A,"Develop, maintain, and execute plans to recover and restore mission-critical assets impacted by incidents.",2,0.0281,No Match
CAND-01059,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",CPG1.0.1,4.B,All public-facing web domains have security.txt file conforming to RFC 9116 recommendations.,3,0.0,No Match
CAND-01060,TSA-094,T3,Establish process to identify and evaluate vulnerabilities and compensating controls,CPG1.0.1,4.A,"Maintain public, discoverable method for security researchers to notify organizations of vulnerabilities.",1,0.058,No Match
